    0.266411003972097404E+01    0.163312236764137030E+10    0.406513940128859360E+03    0.547252549870597349E+00   -0.968222496515251052E+00   -0.244996242553360588E+01   -0.491696814298563378E+01   -0.328589313261172222E+01   -0.124047595357370941E+02
    0.290501750832488392E+01    0.169735155118775654E+10    0.619083564420295261E+03    0.124495496369270775E+01   -0.243892065589667784E+01   -0.399204218857666149E+01   -0.550257313033993611E+01   -0.525795095750495811E+01   -0.108393083823828587E+02
    0.224209419553326406E+01    0.161042755794193602E+10    0.388816868739853703E+03   -0.144384847588133347E+01   -0.173887136286390742E+01   -0.360750467212726633E+01   -0.227663086443774132E+01   -0.355588395022195414E+00   -0.106718292372826280E+02
    0.242195006142837510E+01    0.160156194843397355E+10    0.480071285670835550E+03    0.225818334059594505E+00   -0.302607622181601776E+01   -0.218656455491451851E+00   -0.209370330027766371E+01   -0.223180846738407279E+01   -0.101247016856982750E+02
    0.305973628904082418E+01    0.165545773985706472E+10    0.968415371749880364E+03    0.180649861238966203E+01   -0.197085497365764972E+01   -0.266240247221849646E+01   -0.298219432421273778E+01   -0.529728776272772972E+01   -0.970189852281650644E+01
    0.272548662353137772E+01    0.151930148758353496E+10    0.542354233767983260E+03   -0.202870106142206108E+01   -0.792542440251766678E+00   -0.109153034244656144E+01   -0.516210061842441803E+01   -0.296696361761251426E+01   -0.966858422037225829E+01
    0.264945129355703823E+01    0.173218727004272890E+10    0.833929590760579799E+03   -0.713605428189744373E+00   -0.291951866656958892E+01   -0.404771681918083193E+01   -0.207574437652526367E+01   -0.265576053547876523E+01   -0.944873397607916132E+01
    0.278546711223783694E+01    0.156256427462024188E+10    0.557651414317816375E+03    0.174844652314816784E+01   -0.120408251058442239E+01   -0.257329868780338833E+01   -0.510672280152516578E+01   -0.188960261610219504E+01   -0.936091186008617093E+01
    0.232694734174408246E+01    0.164567411717982554E+10    0.304237789704279066E+03   -0.565681594870715010E+00   -0.151270253179923930E+01   -0.406254120708337574E+01   -0.539521870287048699E+01   -0.238073452015804321E+00   -0.931989740777176046E+01
    0.219010224095119055E+01    0.168310607316812468E+10    0.428326733860120839E+03    0.111502480895574330E+01   -0.387656728665348416E+01   -0.237437865845120344E+01   -0.703017161862987905E+00   -0.108927425360869368E+01   -0.912026756218909362E+01
    0.304577733172015508E+01    0.162439723001566792E+10    0.967670214996745358E+03   -0.241926349628658777E+00   -0.148544747873148353E+01   -0.444818453048034446E+01   -0.526428875293663801E+01   -0.438585880034515441E+01   -0.904851303174554644E+01
    0.297621993447149258E+01    0.154716810425615144E+10    0.115357567199918503E+04   -0.117116702912454063E+01   -0.892014891364670603E+00   -0.251700496429110210E+01   -0.483339752368276088E+01   -0.311689529990676828E+01   -0.899114335198017933E+01
    0.297886799732986773E+01    0.158271925570255327E+10    0.910087077250336733E+03   -0.183046300483727808E+01   -0.128814251942783109E+01   -0.136553199219334687E+01   -0.160067502698381237E+01   -0.494861758426015719E+01   -0.889354488546610433E+01
    0.256721261759399466E+01    0.164981627813835716E+10    0.333184654844349211E+03    0.161140508705001650E+01   -0.153906353428740061E+01   -0.525706813323588662E+01   -0.200122223655620424E+01   -0.556491792795672069E+00   -0.886488787194640437E+01
    0.258748888360357254E+01    0.151193886542956972E+10    0.781761909738207351E+03   -0.188290249882577854E+01   -0.262166271158188646E+01   -0.183370012518612313E+01   -0.447157465703148915E+01   -0.306887772578307283E+01   -0.874262687877428313E+01
    0.266417515594449350E+01    0.155450214626753449E+10    0.488421674718194822E+03   -0.262465203690669258E+01   -0.985361184709317328E+00   -0.203654244551716346E+01   -0.214311128164859532E+01   -0.292393732318876864E+01   -0.857474416320128263E+01
    0.292172845417281213E+01    0.154501863055844831E+10    0.820456365163217697E+03    0.133490917382368046E+01   -0.124210715169131092E+01   -0.704441641798077001E+00   -0.225060832079558359E+01   -0.559998660550706973E+01   -0.852636604392886355E+01
    0.260420530222209923E+01    0.142732341297039986E+10    0.761989851721218429E+03    0.145371933695654576E+01   -0.335213148172267772E+00   -0.306912765007504662E+01   -0.553907106372421509E+01   -0.344095971156119784E+01   -0.848007154701286758E+01
    0.282305041477956564E+01    0.167491104926320982E+10    0.909316223104743131E+03   -0.936923326420500580E+00   -0.232513293103204699E+01   -0.441310956053424075E+01   -0.412646532410284639E+01   -0.496851866453223323E+01   -0.846800737069384546E+01
    0.282018917409141201E+01    0.152077605004006290E+10    0.696345264191221190E+03   -0.216015029695025307E+01   -0.848210556990422582E+00   -0.290704431572948696E+01   -0.263381008201201494E+01   -0.573586670422770251E+01   -0.837838134833954484E+01
    0.286992483465371295E+01    0.152724415425267076E+10    0.966900199983777270E+03    0.871552210896044954E+00   -0.133160587583780998E+01   -0.279022468723375461E+01   -0.543218746729275992E+01   -0.229233538026357220E+01   -0.816180936734026474E+01
    0.302426865354871399E+01    0.159854096090123653E+10    0.106439221247897171E+04   -0.335100817223815461E+00   -0.176025105550564831E+01   -0.165576744202317361E+01   -0.575734063929553574E+01   -0.342646478766165563E+01   -0.803122256826487124E+01
    0.267526083954494087E+01    0.154785932970203996E+10    0.754943516116494493E+03   -0.115464802888234885E+01   -0.273503106045123001E+01   -0.139702074514072194E+01   -0.154124846440466179E+01   -0.177082260789007684E+01   -0.793201997954276283E+01
    0.263485555925666226E+01    0.157602550860277009E+10    0.715286624638664307E+03    0.179578675514664976E+01   -0.265525202042584230E+01   -0.141171977281046424E+01   -0.250192126385732827E+01   -0.327395100369916658E+01   -0.787996370288848258E+01
    0.270437916828512792E+01    0.152389037929069901E+10    0.775322076519453276E+03   -0.192815224028226240E+01   -0.155091114558187826E+01   -0.347478421467824816E+00   -0.146507916223441370E+01   -0.485212271120601280E+01   -0.787918257299925884E+01
    0.257963395237019721E+01    0.164739673187198925E+10    0.389136947143985935E+03    0.156553877864913016E+01   -0.193230010157481846E+01   -0.765175773660676128E+00   -0.591173075932396230E+01   -0.246919088758776084E+01   -0.783177371620728824E+01
    0.278663730189985559E+01    0.151672995110077262E+10    0.111411513296987732E+04    0.263454330295154193E+00   -0.116368253519252729E+01   -0.165045829347358186E+01   -0.305824941083592172E+01   -0.538404310394032137E+00   -0.779076416804337235E+01
    0.256991573242894145E+01    0.159814819963219523E+10    0.439829693646089595E+03   -0.232378936117873636E+00   -0.232297334854278281E+01   -0.127314887335819371E+01   -0.464637197877966734E+01   -0.499476877436104338E+01   -0.773380371377437470E+01
    0.295100074635554810E+01    0.160421959625199413E+10    0.794485272515905990E+03   -0.626030459797055627E+00   -0.171520308223542983E+01   -0.260592818198222931E+01   -0.394965850857818612E+01   -0.308167201141054248E+01   -0.772345613742321557E+01
    0.293243697948329451E+01    0.163420195806707430E+10    0.122112287007624354E+04    0.148746437687433897E+00   -0.196723590798868653E+01   -0.327329780959148842E+01   -0.500758218322941850E+01   -0.547890195351581166E+01   -0.770209097365513262E+01
    0.282614768224798407E+01    0.160049873852432537E+10    0.628587425720061447E+03   -0.992310158866620995E+00   -0.101988893476380227E+01   -0.583997453786720122E+01   -0.204301516394552873E+01   -0.107789081081823657E+01   -0.765214534808750990E+01
    0.250004730265543529E+01    0.159618057876516914E+10    0.306217168214798676E+03   -0.159739308627128285E+01   -0.564817735224099948E+00   -0.170526347467148742E+01   -0.337899594274716941E+01   -0.574091191098551779E+01   -0.765070734126822583E+01
