1.089624519365074429e+00 1.181268639354621404e-03
1.098746218059934776e+00 1.236239765850787172e-03
1.107944278277138261e+00 1.295007577063785574e-03
1.117219339270652645e+00 1.383265902067782943e-03
1.126572045645905851e+00 1.386709687553323161e-03
1.136003047404587463e+00 1.399852111186244063e-03
1.145512999989819258e+00 1.384542210860751060e-03
1.155102564331709436e+00 1.472708940509662211e-03
1.164772406893286760e+00 1.443962000224617440e-03
1.174523199716817290e+00 1.486409768041667325e-03
1.184355620470512571e+00 1.412907987338641756e-03
1.194270352495624854e+00 1.381301006790265542e-03
1.204268084853939769e+00 1.314721623935134710e-03
1.214349512375666684e+00 1.247694429278567267e-03
1.224515335707723640e+00 1.204467278406495204e-03
1.234766261362434836e+00 1.172354578136768945e-03
1.245103001766634243e+00 1.144098843243030600e-03
1.255526275311175555e+00 1.124922163489370033e-03
1.266036806400859804e+00 1.118350741407288804e-03
1.276635325504781093e+00 1.136177297774564488e-03
1.287322569207093981e+00 1.176970465630454172e-03
1.298099280258202537e+00 1.222434734863649206e-03
1.308966207626384382e+00 1.269381544519830032e-03
1.319924106549840603e+00 1.310721520478392091e-03
1.330973738589184219e+00 1.410734697095489482e-03
1.342115871680368944e+00 1.474438717091014614e-03
1.353351280188056949e+00 1.543332809515996027e-03
1.364680744959437364e+00 1.563429504979975231e-03
1.376105053378498200e+00 1.571903558894135978e-03
1.387624999420743910e+00 1.586085343076195373e-03
1.399241383708376585e+00 1.592483501553643892e-03
1.410955013565939664e+00 1.571003365862942225e-03
1.422766703076424166e+00 1.557020730805189473e-03
1.434677273137848319e+00 1.521793004604283118e-03
1.446687551520307036e+00 1.479900976967190879e-03
1.458798372923502562e+00 1.430687550600012780e-03
1.471010579034756738e+00 1.406231788304604944e-03
1.483325018587500654e+00 1.375910035306761141e-03
1.495742547420265689e+00 1.335606031594687836e-03
1.508264028536165258e+00 1.305189411194512686e-03
1.520890332162867287e+00 1.265033119233600250e-03
1.533622335813078719e+00 1.231308612744972785e-03
1.546460924345526955e+00 1.204372505415244156e-03
1.559406990026459772e+00 1.213283806168970235e-03
1.572461432591655717e+00 1.195506471630468663e-03
1.585625159308954091e+00 1.208264453379965641e-03
1.598899085041310508e+00 1.284924813084278297e-03
1.612284132310376483e+00 1.408439204117343732e-03
1.625781231360617252e+00 1.504399152380113316e-03
1.639391320223957171e+00 1.494877963797130137e-03
1.653115344784973795e+00 1.493595787853785155e-03
1.666954258846641057e+00 1.551113137025386494e-03
1.680909024196611146e+00 1.525506863330156971e-03
1.694980610674059252e+00 1.561509254243355956e-03
1.709169996237086320e+00 1.559472460498633264e-03
