1.089624519365074429e+00 1.149788883052917142e-03
1.098746218059934776e+00 1.216416609733179423e-03
1.107944278277138483e+00 1.275867743847158972e-03
1.117219339270652645e+00 1.359865562245243450e-03
1.126572045645905851e+00 1.357923443329305587e-03
1.136003047404587463e+00 1.376212933121354846e-03
1.145512999989819258e+00 1.368859998005344429e-03
1.155102564331709436e+00 1.447237577255012109e-03
1.164772406893286760e+00 1.419109712227068767e-03
1.174523199716817290e+00 1.456961379219231644e-03
1.184355620470512571e+00 1.386349835262897304e-03
1.194270352495624854e+00 1.352511132976007844e-03
1.204268084853939769e+00 1.294336671274222937e-03
1.214349512375666684e+00 1.230481210561713530e-03
1.224515335707723640e+00 1.183302739194921644e-03
1.234766261362434836e+00 1.148168174286211306e-03
1.245103001766634243e+00 1.111764970731152040e-03
1.255526275311175555e+00 1.088483395173452887e-03
1.266036806400859804e+00 1.084753368505075345e-03
1.276635325504781093e+00 1.105531915367066742e-03
1.287322569207093981e+00 1.150465512708928302e-03
1.298099280258202981e+00 1.197764088590191857e-03
1.308966207626384826e+00 1.246314478219991920e-03
1.319924106549840603e+00 1.290403712357018938e-03
1.330973738589184219e+00 1.394488080946320327e-03
1.342115871680368944e+00 1.459140904207983057e-03
1.353351280188056949e+00 1.517558240735343567e-03
1.364680744959437364e+00 1.543068135758792316e-03
1.376105053378498422e+00 1.552122015188314979e-03
1.387624999420743910e+00 1.559314032218769765e-03
1.399241383708376585e+00 1.571320023387307030e-03
1.410955013565939664e+00 1.554834600680135570e-03
1.422766703076424166e+00 1.545490242096678917e-03
1.434677273137848319e+00 1.516593401274330495e-03
1.446687551520307036e+00 1.479986624163897842e-03
1.458798372923502562e+00 1.434376895100427166e-03
1.471010579034756738e+00 1.410742642317230639e-03
1.483325018587500654e+00 1.378991529490085008e-03
1.495742547420265689e+00 1.342109921965963827e-03
1.508264028536165258e+00 1.310003609391430452e-03
1.520890332162867287e+00 1.268219958547683402e-03
1.533622335813078719e+00 1.235553513775757960e-03
1.546460924345526955e+00 1.206371920963089780e-03
1.559406990026459772e+00 1.195178419483726266e-03
1.572461432591655717e+00 1.182850000766792710e-03
1.585625159308954091e+00 1.204164958207699357e-03
1.598899085041310508e+00 1.288515962426013510e-03
1.612284132310376483e+00 1.411879342515471496e-03
1.625781231360617252e+00 1.499769627166133018e-03
1.639391320223957171e+00 1.487620259745691580e-03
1.653115344784974017e+00 1.481223905079512250e-03
1.666954258846641501e+00 1.538498304307915577e-03
1.680909024196611590e+00 1.520560583261295175e-03
1.694980610674059252e+00 1.546058810311742946e-03
1.709169996237086542e+00 1.538387126934661134e-03
