wvl_cen_um, wvl_width_um, rp_rs2, rp_rs2_unc,
2.7366216441183804, 0.19893926742128532, 0.014993569274455592, 0.0002716216004184228,
2.56339396252182, 0.14751609577183533, 0.01485490489417158, 0.00022510466862930752,
2.431216478257357, 0.11683887275709104, 0.014365966397176324, 0.00019735838675649477,
2.325052437912431, 0.09548920793276006, 0.014345287510700536, 0.00019344086099353313,
2.2371558194284553, 0.08030402903519196, 0.01441480770853665, 0.0001789295735083274,
2.1619085095676573, 0.07019059068640399, 0.014241742088017683, 0.0001898084086951322,
2.0962425714375, 0.061141285573909965, 0.013993622148756584, 0.00018759050833455054,
2.0386121148660123, 0.05411962756906652, 0.01400848119140848, 0.0001683920686098629,
1.9870008183849608, 0.04910296539303616, 0.014354541323008504, 0.00017890347203171025,
1.9399025507775955, 0.0450935698216941, 0.014420671611371881, 0.0001499970224546699,
1.8968035452747247, 0.04110444118404799, 0.014375912526850021, 0.00015205472783036354,
1.8567078609110776, 0.03908692754324594, 0.014312027628015877, 0.00013571567565604287,
1.81960041670364, 0.035127960871629504, 0.01428950041205595, 0.000131623803473774,
1.7854701254475072, 0.03313262164063602, 0.014154041816477439, 0.00013046715237409234,
1.753817705270217, 0.030172218713944154, 0.013926742343052929, 0.00012588394218929834,
1.72463469174652, 0.028193808333449644, 0.014189283589484639, 0.00012294335644811455,
1.6974269889546352, 0.026221597250320583, 0.014124200657320467, 0.00012277790568956698,
1.6721883975971963, 0.024255585464557194, 0.01401107149907592, 0.00014117202486805237,
1.6489131952458655, 0.022294819238103836, 0.01363053848530057, 0.00011916533340548851,
1.627112114277772, 0.02130734269808321, 0.013814919229253035, 0.00011255307373807984,
1.6058135936567095, 0.02128969854404228, 0.01415872078758858, 0.00010819827333744028,
1.5850159643410788, 0.020305560087218844, 0.013934000315227166, 0.00011494548731337602,
1.5652014005269583, 0.019323567541021935, 0.014137559346045391, 0.00010895403152752984,
1.5463676966950932, 0.018343840122708732, 0.01397966273602122, 0.00011433757926876583,
1.5285125877175991, 0.017366377832279456, 0.014001410252534196, 0.00010266146133877047,
1.5116341065097352, 0.016390584583448442, 0.014270379259644233, 0.00010902417714366716,
1.4952487078769676, 0.016380212682086448, 0.014219237513217249, 0.0001186996642746561,
1.479355140038098, 0.01540692299565305, 0.014005266299650732, 0.0005318033383555544,
1.4639528069068406, 0.015397743266861497, 0.014325447970962987, 0.00010287604178421682,
1.4490404567019968, 0.014426957142825936, 0.014145328431723028, 0.00010403723593979217,
1.4346176125545385, 0.014418731152090691, 0.014308390453379673, 0.0001048607449209498,
1.420683141900524, 0.013450210155938613, 0.014480572782074349, 0.00010482126808387234,
1.4072365082622964, 0.013443057120516633, 0.014310546640684698, 9.717076525154691e-05,
1.3942766982931707, 0.012476562817734571, 0.014291907397642058, 0.00029025402519589907,
1.3818032351241192, 0.012470363520368455, 0.014352727068709364, 9.765752074870097e-05,
1.3693358520351766, 0.012464402657516915, 0.014343541133595676, 9.734928278406311e-05,
1.3573536235737373, 0.01150005426536116, 0.014346542978909261, 9.619916639683574e-05,
1.345856072870774,0.011495047140565706, 0.014249342580507935, 9.536210991059347e-05,
1.334363648509863, 0.01148980158125612, 0.014108104373485213, 0.00010167294285308621,
1.3228764100996333, 0.011484675239203712, 0.0139681776002283, 0.00010212461711593764,
1.3113942980314557, 0.011479548897151304, 0.014141700564194155, 9.308252744922648e-05,
1.3003953735060407, 0.010518300153678606, 0.01398216643713091, 9.310246157202899e-05,
1.2898791596543604, 0.010514127549682284, 0.014110409323818898, 9.935776783186422e-05,
1.2793672376239331, 0.01050971651117183, 0.014033186829693152, 0.00010724531739971436,
1.268859667023388, 0.010505424689918774, 0.013928966782928731, 9.668986895773999e-05,
1.2583563882440958, 0.010501132868665497, 0.013963130350129178, 8.725419987115046e-05,
1.2478573416774283, 0.010496960264669175, 0.01408701819537276, 0.00010263208821633525,
1.2378394559601542, 0.009538811169879535, 0.014066764538379075, 9.200963980860004e-05,
1.2283023138318732, 0.009535473086682345, 0.014129428401546426, 0.00010170086184040699,
1.2187686886126747, 0.00953177735171451, 0.014537632297283684, 0.00021074486760241153,
1.209238580302559, 0.00952843926851732, 0.014139830464298841, 0.00011821104370537654,
1.1997119889015253, 0.009524743533549485, 0.013914844411490917, 0.00011339627481437416,
1.1901889144095745, 0.009521405450352294, 0.013973112660677942, 0.00011160120697731668,
1.1806692972180777, 0.009517828932641192, 0.01405512162832331, 9.780666945364495e-05,
1.1711531969356637, 0.009514371632187268, 0.014019233822758591, 9.830126540355926e-05,
1.1616405539537031, 0.009510914331733344, 0.01406135652783182, 9.70416751994343e-05,
1.152131368272197, 0.009507457031279198, 0.014228386965151855, 9.6375961893469e-05,
1.1426256398911447, 0.009503999730825274, 0.014142653992008227, 0.00010802688088624756,
1.1331233688105464, 0.00950054243037135, 0.014213629287316058, 0.00010489356477776,
1.123624555030402, 0.009497085129917204, 0.014092981884466997, 9.981839923658266e-05,
1.114129198550712, 0.00949362782946328, 0.014309132892270727, 9.581439571606101e-05,
1.1046372397628472, 0.00949028974626609, 0.014304574135944187, 9.581599438811794e-05,
1.095148678666808, 0.009486832445812166, 0.014253244358697893, 9.444153330704804e-05,
1.0856635152625942, 0.009483494362615419, 0.014233202591662376, 9.914751690129891e-05,
1.076181749550206, 0.00948003706216105, 0.014219892396360508, 0.00010416689442907909,
1.0667033815296434, 0.009476698978964304, 0.014087500688779783, 9.86348490065389e-05,
1.057228411200906, 0.009473241678510158, 0.014007967348588533, 0.00010263245657819179,
1.047756778955366, 0.009470022812570367, 0.014096871541179683, 9.716002138171358e-05,
1.037815192282594, 0.010413150532973647, 0.014049187906892864, 9.679367571428235e-05,
1.0274040684429897, 0.010409097146234503, 0.014142948208821025, 9.276528509008862e-05,
1.016996997990125, 0.010405043759495358, 0.01405972436765519, 0.00010399112104766145,
1.0065939213153707, 0.010401109590013169, 0.014212757360295238, 9.688581481812763e-05,
0.9961947788100985, 0.01039717542053098, 0.014101702178389028, 9.648318393900467e-05,
0.9857996002786229, 0.010393181642420313, 0.01400687845700956, 0.00012326964939929187,
0.9749362257744567, 0.011333567365911956, 0.014021142818173531, 0.0001923603101939013,
0.963604983145057, 0.011328917892887591, 0.014232476612305764, 0.00010309049886690469,
0.9522783899886815, 0.011324268419863226, 0.014728274790751481, 0.00041720350118028374,
0.9404848526408146, 0.01226280627587073, 0.01417024350497858, 0.0001170903434914276,
0.9282247287532271, 0.01225744149930419, 0.014086906106596723, 0.00010968699986298117,
0.91549879323809, 0.013194429530970164, 0.01405990410340921, 0.00010808868808892362,
0.9023074335514885, 0.01318828984223297, 0.014179349349396384, 0.00011253005559223132,
0.8886515140185358, 0.014123549223672094, 0.014052453643551283, 0.00010903326493565741,
0.8745313922910035, 0.014116694231392612, 0.01406514139719548, 0.00011041555136352852,
0.8528965597878452, 0.02915297077492407, 0.01394224608662869, 0.00010223222426554588,
